SAT,GPA,Projects,Community,Income,Perf,Pred
1160,2.66,1,15,42000,Low,Low
1240,2.47,1,5,47600,Low,Low
1160,2.71,2,0,50900,Low,High
1040,2.83,1,0,38500,Low,Low
1360,3.53,1,10,47400,Medium,Medium
1220,2.67,1,0,35000,Medium,Medium
1300,2.81,0,5,63600,Medium,Medium
1270,2.33,3,10,41200,Medium,Medium
1280,2.56,0,10,43200,Low,Low
1270,2.78,0,10,48000,High,High
1230,2.31,1,5,35700,Medium,Medium
1160,2.61,0,0,41900,Medium,Medium
1210,3.13,1,10,43400,Low,Low
1360,2.51,1,5,54200,Medium,Medium
1110,2.85,2,5,38700,Medium,Low
1100,2.52,0,5,46100,Medium,Medium
1150,2.76,2,10,64400,Medium,Medium
1400,3.46,1,0,35400,Medium,Medium
1070,2.82,0,0,66000,Medium,Medium
1230,3.36,0,0,43400,Medium,Medium
1210,2.84,0,15,61700,Medium,High
1180,2.91,2,5,55900,Medium,Medium
1050,3.15,2,15,42400,Medium,Medium
1430,2.36,0,0,33000,Medium,Medium
1260,2.18,1,0,60600,Low,Low
1160,2.63,0,5,57900,Low,Low
1100,2.97,2,0,35700,Medium,Medium
1160,2.93,0,10,31100,Medium,Medium
1250,2.84,2,5,42300,Medium,Medium
1160,3.1,2,0,39400,Low,Low
1120,2.4,1,5,40300,Low,Low
1090,2.54,1,5,51400,High,High
1270,2.39,0,0,40800,Low,High
1350,3.35,0,5,42700,Medium,Medium
1180,3.02,3,5,56500,High,High
1240,3.12,2,5,71900,High,High
1160,3.08,0,5,31800,Medium,Medium
960,3.13,1,5,48400,Low,Low
1330,2.94,0,5,41900,Medium,Medium
1050,2.8,3,10,42800,Medium,Medium
1210,2.38,0,0,52300,Low,Low
1150,2.93,0,5,58300,Medium,Medium
1230,2.86,4,0,38200,High,High
1150,2.65,1,0,50100,Medium,Medium
1250,3.03,3,5,37500,High,High
1180,1.79,0,0,41400,Medium,Medium
1200,2.15,2,10,38200,Medium,Low
1170,2.52,1,0,50500,Medium,Medium
1040,2.9,3,0,48200,Low,Low
1240,3.37,3,20,43900,High,High
1050,2.93,1,10,48800,Medium,Medium
1160,2.16,2,0,43300,Medium,Medium
1340,2.38,3,0,36200,Low,Medium
1160,2.88,3,5,40400,High,High
1020,2.9,0,0,49400,Medium,Low
990,2.86,1,5,53300,Low,Low
1140,3.12,0,0,46100,High,Low
1130,3.01,2,15,46000,Low,Low
1070,2.76,0,0,48000,Medium,High
1040,2.61,2,0,50100,Medium,Medium
1280,2.9,4,10,42100,High,High
1210,3.05,1,0,40500,High,High
1130,2.47,1,10,47300,High,High
1010,2.9,1,5,50000,Medium,Low
970,2.81,2,0,53000,Medium,Medium
1100,2.58,2,0,46700,High,High
1210,2.84,1,15,44100,Medium,Medium
1280,2.06,1,5,40400,Low,Low
1250,3.05,1,5,31700,Low,Low
1150,2.58,1,5,53900,Medium,Medium
1000,2.82,1,10,31200,Medium,Medium
1290,3.11,0,0,46800,Low,Low
1270,2.9,1,5,35600,Medium,Medium
1020,3.21,1,0,60600,Medium,Medium
1030,2.71,0,10,43000,Medium,Low
1270,3.23,2,0,59300,Medium,Medium
1370,2.81,2,5,44700,Medium,Medium
1090,2.35,1,10,52000,Low,Low
1090,2.49,3,5,64800,Low,Low
1280,3.05,0,10,40500,Low,High
1140,2.29,3,5,46900,Medium,Low
1070,2.54,0,0,49200,Medium,Medium
1260,2.83,0,5,44800,High,High
1110,2.3,2,5,46700,Medium,Medium
1320,3.05,2,5,47100,Medium,Low
1260,2.55,0,0,46500,Medium,Medium
1210,2.83,1,5,53900,Medium,Medium
1280,2.99,1,10,34300,Low,Low
1090,3.05,0,5,62500,High,Medium
1310,2.65,0,0,44900,Low,Low
1240,3.07,0,0,55100,Medium,Medium
1120,2.72,0,0,34900,Low,High
1190,2.48,1,0,46700,High,High
1270,2.72,0,5,31900,Medium,Medium
1170,2.81,1,10,47400,Medium,Medium
1070,2.48,2,0,39900,Low,Low
1160,2.81,2,0,46200,Medium,High
1360,3.13,0,10,59700,Medium,Medium
1270,2.92,0,15,61700,High,High
1090,2.83,0,0,48800,Medium,Medium
1180,2.54,0,0,36200,Medium,Medium
1180,3.14,0,5,33800,Medium,Medium
1120,2.67,0,0,39100,Medium,Medium
1190,2.75,0,15,56800,Medium,Medium
1040,3.09,1,5,49900,Medium,Medium
1150,3.04,0,10,58700,Low,Low
1180,2.89,2,0,39300,Medium,Low
1220,2.86,2,5,47200,Medium,Medium
1210,2.86,0,5,32700,Low,Low
1280,2.61,3,0,42200,Medium,Medium
1080,3.11,1,0,52500,Low,Medium
1390,2.41,1,15,60700,Low,Low
1130,2.96,0,5,41100,Low,Low
1240,2.82,0,15,47700,Medium,High
1110,2.28,1,5,43800,Low,Low
1360,3.11,4,5,42500,High,Low
1250,2.91,0,10,49800,Low,Low
1210,2.25,1,10,29500,Low,Low
1390,2.44,1,5,45000,Low,Low
1260,2.66,0,10,46800,Medium,Medium
1220,2.81,1,0,46900,Medium,Medium
1270,2.51,2,0,42800,Low,Low
1150,2.72,0,0,41500,Medium,Medium
1190,2.66,0,0,45200,Medium,Medium
1310,2.86,1,5,41100,Low,Low
1130,2.61,0,5,49400,Low,Low
1150,2.98,1,10,48600,Low,Medium
1170,2.87,0,15,59200,Low,Medium
1320,2.82,1,10,52200,Low,Low
1220,2.85,0,5,38800,Low,Low
1240,3.13,0,15,50400,High,High
1310,2.83,1,10,47200,Medium,Medium
1250,2.76,0,0,56400,Medium,Medium
1250,2.82,1,5,39800,Medium,Medium
1270,3.02,2,10,29100,Medium,Medium
1140,2.88,0,5,65800,Medium,Medium
1150,2.46,0,5,49600,Medium,Medium
1380,2.41,2,10,54400,Medium,High
1200,2.74,2,0,32500,Medium,Medium
1180,2.62,0,5,68100,Medium,Medium
1180,2.84,1,0,26500,Low,Low
1250,2.23,2,0,55000,Low,High
1040,2.54,2,0,57500,Low,Low
1140,3.13,0,5,52300,Medium,Medium
1070,2.8,3,10,55100,Medium,Medium
1270,3.09,0,0,54500,Low,Medium
1280,3.02,1,5,27400,Low,Low
1080,2.79,1,0,45800,Medium,Medium
1230,2.93,1,15,62500,High,High
1140,2.47,0,5,52500,Low,Low
1230,2.46,0,10,44500,Low,Low
1160,2.3,1,10,56000,Low,Low
1340,2.69,0,5,55700,Low,Low
1260,2.81,2,10,49300,Medium,Medium
1160,3.16,2,5,36500,Medium,Low
1320,2.81,3,0,48900,Medium,Medium
1200,2.98,1,10,25600,High,High
1170,2.8,1,0,37000,Medium,Medium
1250,2.85,2,0,35300,Medium,Medium
1260,3.01,1,5,45200,Medium,Medium
1210,2.96,2,0,25800,Medium,Medium
1320,2.64,0,10,60000,Low,High
1150,3.04,1,0,45000,Medium,Medium
1240,2.52,2,5,51400,Medium,Medium
1180,2.57,0,5,48000,Medium,Low
1170,2.96,0,10,37300,Medium,Medium
1240,3.22,1,10,57300,Low,Low
1220,2.68,0,5,27100,Medium,Medium
1160,2.95,3,0,61800,Medium,Medium
1080,2.8,0,5,43500,Low,Low
1270,3.12,1,10,55500,High,High
1260,2.47,0,0,53500,Medium,Medium
1310,2.59,1,5,27200,Low,Low
1110,2.46,1,0,26000,Low,Low
1310,3.02,2,5,59900,Medium,Medium
1150,2.94,3,10,41600,Medium,Medium
1040,3.33,4,0,42400,High,High
1130,3.22,2,15,51000,Medium,Low
1230,2.76,0,20,47500,Low,Low
1250,2.7,2,0,46800,Low,Medium
1190,2.39,1,5,56800,Medium,Medium
1170,2.58,0,5,50300,Medium,Medium
1220,3.26,0,10,50400,Medium,High
1220,2.55,0,0,45800,Low,Low
1250,2.66,0,0,58600,Medium,Medium
1280,2.92,2,0,43400,Medium,Medium
1220,2.9,4,0,34300,High,High
1300,3.07,2,0,48100,Low,Low
1140,2.7,1,0,60100,High,High
1170,3.09,1,0,40800,Medium,Medium
1220,2.64,0,0,54400,Low,Low
1110,2.4,1,5,41800,Low,Low
1200,3.08,0,0,44000,Medium,Medium
1110,3.22,1,10,38400,Medium,Low
1230,2.38,1,0,56200,Low,Low
1140,3.24,1,0,52100,Low,Low
1170,2.61,2,5,50500,Low,Low
1210,2.6,2,5,35100,Low,Low
1430,2.54,0,10,38700,High,High
1280,2.77,2,0,51200,Medium,Medium
1530,2.71,0,15,54900,High,High
1140,3.16,0,15,39500,Low,High
1340,3.04,1,0,26300,Low,Low
1340,2.83,0,5,43100,Low,Low
1190,2.85,1,15,54300,Medium,Medium
1070,2.41,1,20,37100,Medium,Medium
1150,2.8,0,0,47800,Low,Low
1210,2.22,2,5,58600,Medium,Medium
1120,2.33,0,10,49300,Low,Low
1350,2.92,0,5,42100,Medium,Medium
1230,2.89,1,10,54900,Low,Low
1250,2.42,1,15,34700,Low,Low
1120,2.52,0,0,49800,Medium,Medium
1030,2.82,1,0,37700,Medium,Low
1230,2.48,0,5,39500,Low,Low
1130,2.43,1,0,43500,Low,Low
1230,2.39,1,5,35900,Medium,Medium
980,3.16,0,0,49100,Low,Low
1270,2.49,2,0,48100,Medium,Medium
1210,2.6,0,0,43800,Low,Low
1170,2.87,1,5,34700,Medium,Medium
1210,2.69,0,5,54400,High,High
1240,2.87,0,5,41800,Low,Low
1130,3.1,0,5,45500,Medium,Medium
1140,2.64,0,0,40600,Low,Low
1090,2.61,0,0,35600,Medium,Medium
1300,2.52,1,0,27500,Medium,Low
1190,2.79,3,15,40100,Low,Low
1180,2.8,0,0,43000,Medium,Medium
1230,2.92,0,5,49500,Low,Low
1250,2.84,0,0,54600,Medium,Medium
1190,2.84,0,10,36000,Medium,Medium
1120,2.94,1,0,57000,Medium,Medium
1080,3.33,3,0,51800,High,High
1120,2.45,2,5,61000,Medium,Medium
1160,2.63,2,5,43100,Medium,Medium
1200,2.92,0,15,58800,Medium,Medium
1200,3.11,1,10,52700,Medium,Medium
1140,3.07,2,5,50100,High,High
1160,3.24,0,5,36300,Medium,Medium
1270,2.87,2,0,52700,Medium,Medium
1180,2.41,1,0,50800,Medium,Medium
1090,2.98,2,10,42100,High,Low
1180,2.82,2,10,66900,Medium,Medium
1100,2.8,0,0,46200,Low,Low
1240,2.99,0,0,25400,Medium,Medium
1450,3.26,0,10,45200,Medium,Medium
1460,2.92,0,0,26700,High,High
1160,3.19,0,0,45000,Medium,Medium
1170,2.74,0,0,25600,Medium,Medium
1300,2.92,0,0,48500,Low,Low
1160,2.56,2,0,36200,Medium,High
1160,2.82,0,0,51300,Medium,Medium
1470,3.24,3,0,54100,High,High
950,2.8,1,10,50400,Low,Low
1080,2.39,0,5,42700,Low,Low
1250,2.61,2,5,45500,Medium,Medium
1280,2.71,0,5,46400,Medium,Medium
1260,2.8,1,0,57900,Medium,Medium
1130,2.36,2,5,29600,Medium,High
1170,2.37,0,0,56200,Low,Low
1270,3.27,2,15,45300,Low,Low
1350,2.63,0,10,44600,Medium,Medium
1100,2.23,0,5,36300,Medium,Medium
1100,2.96,0,0,35600,Low,Low
1200,2.81,1,10,58500,Medium,High
1190,2.83,0,0,44500,Low,Low
1290,2.66,1,5,42500,Medium,Medium
1090,2.98,2,10,56600,Medium,Medium
1260,3.2,2,0,45100,Medium,Medium
1260,2.72,2,0,37300,High,High
1350,2.68,0,5,42700,High,High
1240,2.42,0,10,38800,Low,Medium
1150,2.43,0,5,43400,Low,Low
1330,2.43,0,0,41400,Low,Low
1120,3.43,2,5,55100,Low,High
1140,3.01,1,5,47100,Medium,Medium
980,2.42,0,0,31900,Low,Low
1260,2.96,0,5,51500,Medium,Medium
1240,2.93,3,5,43900,Low,Low
1310,2.99,1,10,24800,Medium,Medium
1310,2.98,2,0,35200,Medium,Medium
1160,2.72,3,15,58300,Medium,Medium
1160,2.67,2,5,61600,Medium,High
1080,2.82,0,0,48100,High,High
1250,2.91,0,0,50500,Low,Low
1010,2.81,2,0,57600,High,High
1110,2.89,2,10,73900,High,High
1200,2.77,0,0,37100,High,High
1160,2.58,0,0,57600,Low,Low
1080,2.72,0,5,57900,Medium,Medium
1270,3.14,0,0,54500,Low,Low
1130,2.47,1,0,34900,Medium,Low
1240,2.79,0,0,52400,Medium,Medium
1170,2.41,0,5,34100,Medium,Medium
1190,3.28,1,10,65600,Low,Low
1340,2.59,2,0,33900,Medium,Low
1270,2.82,0,0,51400,Low,Low
1250,3.06,4,0,30500,High,High
1240,2.01,0,5,59700,Low,Low
1400,2.56,1,0,30100,Medium,Medium
1290,2.59,1,0,42400,Medium,Medium
920,2.78,0,0,41800,Low,Low
1000,2.44,3,10,40200,Medium,Medium
1210,2.83,0,5,20000,Low,Low
1210,2.96,0,0,61800,Low,Low
1150,2.21,2,0,48000,Low,Low
1090,3,2,0,42500,Low,Low
1170,2.96,0,15,53100,Low,Low
1090,2.69,1,5,48600,Low,High
1020,2.74,1,0,47500,Low,Low
1210,2.92,2,5,29600,Medium,Medium
1150,2.62,1,10,47000,Medium,Medium
1260,2.47,0,0,39200,High,High
1050,2.77,0,0,56200,Low,Low
1140,2.82,0,5,58000,High,High
1200,2.4,0,10,49400,Low,Low
1190,2.74,1,10,32900,Medium,Medium
1190,2.8,1,5,38100,Medium,Medium
1330,2.45,3,0,61800,High,High
1230,2.65,1,5,29700,Medium,Medium
1320,3.08,1,10,49300,Medium,Medium
1330,2.34,2,15,37800,Medium,Medium
1180,2.82,2,0,40000,Medium,Medium
1340,2.49,0,0,37700,Low,Low
1190,2.78,0,0,54500,Medium,Medium
1190,2.33,0,5,71100,Low,Low
1230,2.6,0,0,43800,High,High
1170,3.04,0,5,49200,Low,Low
1260,3.16,1,15,54700,Medium,Medium
1150,2.71,1,10,26600,Low,Low
1070,2.98,2,5,51800,Medium,Medium
1200,2.91,2,20,55800,Medium,Low
1120,2.76,0,5,52800,High,High
1370,2.89,0,10,43400,Low,Low
1140,2.89,1,10,37800,Medium,Medium
1120,3,0,5,44300,Low,Low
1220,3.57,0,5,48700,Low,Low
1220,2.85,2,5,48600,Medium,Medium
1350,2.99,0,10,43500,Low,Low
1050,2.68,3,10,31300,Medium,Medium
1120,3.23,0,0,30500,High,Medium
1210,2.73,0,10,52500,High,High
1210,2.16,3,5,26300,Low,Low
1370,3.02,1,0,26600,High,High
1160,2.34,2,0,43900,Low,Medium
1180,3.22,1,10,45700,Low,Low
1100,2.33,0,10,35300,High,High
1200,3.05,1,0,49200,Medium,Medium
1200,2.84,2,5,27300,Medium,Medium
1150,3.01,1,5,29500,Low,Low
1050,3.33,0,15,39600,Medium,Medium
1210,3.22,1,5,34500,Low,Low
1200,2.52,0,5,57800,Medium,Medium
1180,2.82,2,5,50300,High,High
1060,2.32,0,0,39700,Low,Low
1220,2.91,0,5,59600,Medium,Medium
1220,2.76,1,5,41200,Low,High
1140,2.91,2,5,43600,Low,Low
1270,2.99,0,10,53500,Medium,High
1170,2.71,0,5,59800,Medium,Medium
1180,2.72,1,10,50900,Low,Low
1230,3.07,0,5,37500,Medium,Medium
1250,2.78,0,0,44200,Medium,Low
1210,3.04,0,5,43600,Low,High
1320,2.91,3,5,38700,Low,Low
1290,3.11,1,10,56100,Low,Low
1150,2.56,1,5,65600,Medium,Medium
1040,2.38,3,0,37700,Low,Low
1030,3.19,1,0,43300,Low,Low
1280,3.37,2,5,47200,Medium,High
1250,3.45,1,0,52300,Low,Low
1070,3.12,0,0,41300,Medium,Medium
1200,2.8,0,5,40500,Low,Low
1360,2.68,1,0,35200,Medium,Medium
1030,2.95,0,10,60800,Medium,Medium
1220,2.48,0,0,67300,Low,Low
1170,3.26,0,5,46100,Low,Low
1170,2.85,0,10,45900,Low,High
1190,2.62,2,10,59400,Low,Low
1250,2.79,0,5,38300,High,Medium
1330,3.25,1,10,51900,Medium,High
1220,1.95,3,10,62800,Low,High
1280,2.58,0,5,47100,Low,Low
1100,3.25,0,0,55700,Medium,Medium
990,2.7,1,0,48400,High,High
1130,3.37,0,0,52300,Medium,Medium
1110,2.76,0,0,48600,High,High
1160,2.69,1,10,28900,Medium,Medium
890,2.8,1,0,37600,Low,Low
1280,3.19,0,0,53200,Medium,Medium
1160,3.14,0,0,60600,Medium,Medium
1310,3.15,0,5,51000,Medium,Medium
1350,2.51,0,0,48100,Medium,Medium
1110,2.72,1,20,30700,Medium,Medium
1070,2.68,0,0,52700,Medium,Medium
1190,2.78,1,10,57200,Medium,Medium
1230,2.72,2,0,50700,Medium,Medium
1240,2.78,1,15,41300,Low,Low
1070,3.33,2,10,65700,Medium,Medium
1160,2.83,1,10,45800,Medium,Medium
1200,2.85,0,15,34200,Low,Low
1250,2.33,0,0,37900,Low,Low
1270,2.93,2,5,38100,Low,High
1160,2.75,2,0,37700,Medium,Medium
1180,2.87,3,5,41700,Medium,Medium
1510,2.7,2,10,54800,High,High
1300,2.96,1,0,58200,Medium,Low
1140,2.22,1,0,40200,Medium,Medium
1270,2.56,0,15,35000,Low,Low
1360,2.68,0,0,37800,Medium,Medium
1370,2.39,0,15,44100,Medium,High
1260,2.49,1,0,73800,Low,Low
1270,3.08,1,20,50200,Low,Low
940,2.55,2,5,49400,Medium,Medium
1110,2.26,1,5,59900,Medium,High
1350,2.99,1,5,24100,High,High
1290,2.83,0,5,44600,Medium,Medium
1250,2.49,2,0,47300,Medium,Medium
1160,2.66,3,5,34800,High,High
1200,2.51,1,5,40400,Low,Low
1120,2.64,2,15,50600,Low,Low
1340,2.3,1,0,51900,Medium,High
1140,3.19,2,0,40400,Medium,Low
1010,2.86,2,5,68900,Low,Low
1050,2.42,0,5,46400,High,High
1230,2.78,1,10,55200,Low,Low
1020,3.01,0,0,44400,Low,Low
1250,3.05,1,15,40400,Medium,Medium
1200,3.23,0,0,39000,Medium,Medium
1170,2.7,2,5,48300,Medium,Low
1180,2.88,0,5,33300,Medium,Medium
1200,3.34,1,10,55700,High,High
1210,2.54,2,0,43700,Medium,Medium
1160,3,3,10,29000,Medium,Low
1190,2.82,2,0,51800,Medium,Medium
920,2.88,1,5,42800,Medium,Medium
1200,2.4,2,0,47200,Medium,Medium
1250,2.28,1,5,60700,Medium,Medium
1170,2.95,0,0,47600,Medium,Medium
1080,2.84,0,5,36500,Medium,Medium
1200,2.75,3,0,52900,Low,Low
1200,2.17,2,5,49500,Medium,Medium
1150,2.73,1,10,59200,Medium,High
1260,3.11,2,5,45400,Low,Low
1190,2.57,2,0,49900,Medium,Medium
1260,2.25,0,0,60100,Medium,Medium
1350,2.06,1,0,31200,High,High
1410,2.74,1,5,62200,Medium,Medium
1270,3.1,0,0,60200,Low,Low
1320,2.29,1,5,58000,Low,Low
1270,2.68,1,0,53100,High,High
1170,2.38,1,5,37800,Low,Low
1320,2.24,2,0,38300,Medium,Medium
1110,3.07,0,0,27400,Medium,Medium
1140,3.17,1,10,52800,Low,Medium
1150,2.94,0,10,41800,High,High
1260,2.56,0,10,40600,High,High
1190,2.58,4,10,40100,High,High
1210,2.68,3,5,39100,Medium,Medium
1180,3.2,1,5,48200,Low,High
1280,3.04,2,5,42600,Low,Low
1190,3,0,5,48600,Low,Low
1180,3.27,0,5,53800,Medium,Medium
1150,2.83,0,5,37600,Medium,High
1310,3.16,2,0,48800,Low,Low
1010,3.22,1,0,37300,Medium,Medium
1210,2.73,0,5,34800,Low,Low
1220,2.15,0,5,42400,Low,Low
1320,2.68,1,0,47600,Medium,Medium
1250,2.53,1,5,57400,High,High
1510,2.43,0,15,34100,Low,Low
1160,3.03,2,0,42400,Low,Low
1150,2.51,0,0,47100,Low,High
1250,2.39,1,0,44200,Low,Low
1370,2.94,3,15,50800,Medium,Medium
1320,3.13,0,0,68400,Medium,High
1270,2.85,3,0,53300,Low,Low
1060,2.6,0,10,57000,Medium,Medium
1200,2.89,0,5,37500,Low,Low
1160,2.94,4,10,40400,High,High
1100,2.69,1,20,41400,Medium,Medium
1400,2.62,1,5,37800,Medium,Medium
1080,2.85,0,15,43500,Medium,Medium
1180,2.59,1,0,41000,Medium,Medium
1020,2.63,4,0,49100,High,High
1300,2.7,0,5,50300,Medium,Medium
1230,2.93,0,10,53700,Low,Low
1150,3.13,4,0,48000,High,High
1140,2.86,1,15,46400,Medium,High
1180,2.99,3,0,59600,Low,High
1360,2.47,0,0,65800,Medium,Medium
1320,2.45,0,5,48700,Low,Low
1270,2.63,2,5,53000,High,High
1200,2.53,0,5,44800,Low,Low
1230,2.57,1,5,63400,Medium,Medium
1250,2.75,0,10,61600,Low,Low
1220,3.02,0,10,58000,Medium,Medium
1010,2.49,1,0,43600,Low,Low
1160,2.78,0,5,43900,Low,Low
1150,2.6,1,0,48800,Medium,Medium
1330,2.73,0,10,40500,Low,Low
1200,2.58,0,5,34900,Medium,Medium
1130,2.49,2,0,40900,Medium,Medium
1120,2.53,0,0,59600,High,High
1200,3.29,2,5,45400,Low,Low
1270,2.52,4,10,58100,High,Medium
1050,2.77,2,10,27900,Medium,Medium
1220,2.87,1,5,57900,Medium,High
1230,3.15,1,0,42800,Medium,Medium
1250,2.64,0,0,49300,Medium,Medium
1380,2.65,1,0,78500,Low,Low
1170,3.11,0,0,31500,Medium,Medium
1290,2.7,0,10,50500,Medium,Medium
1170,2.86,2,10,48600,Low,Low
1170,2.62,3,0,66400,Medium,Medium
1100,2.36,2,0,65000,Medium,Medium
1130,2.74,0,15,59500,Medium,High
1220,2.62,1,5,50500,Medium,Medium
1090,3.24,0,10,42600,Medium,Medium
1030,2.77,0,0,22000,Low,Low
1160,2.64,3,0,47100,High,High
1260,2.26,2,0,58000,Low,Low
1060,2.65,3,10,46000,Medium,Medium
1110,2.16,2,0,32600,Low,Low
1230,2.5,0,5,44100,Low,Low
1280,2.96,1,20,43200,Low,Low
1060,2.98,0,10,36000,Medium,Medium
1180,2.63,1,20,56200,High,High
1310,2.47,0,0,37400,Low,Low
1150,2.44,2,0,33100,Medium,Medium
1230,2.52,0,10,46300,Low,Low
1120,2.71,2,15,45400,Low,Low
1230,3.03,0,0,60200,High,High
1130,3.28,1,5,43300,Low,Low
1010,3.12,0,10,42400,Medium,Medium
1100,2.24,2,15,42400,Low,Low
1150,2.64,1,10,41400,Low,Low
1170,3,2,0,68700,Medium,Medium
1260,2.91,0,5,42300,Low,Low
1130,2.94,0,0,42000,Medium,Medium
1270,2.84,1,0,33200,Medium,High
1210,3.14,0,10,47000,Low,Low
1110,2.43,0,0,53700,Medium,Medium
1110,3.24,0,5,54900,Medium,Medium
1260,2.43,2,10,54600,Medium,Medium
1310,2.8,0,5,55100,Low,Low
1400,2.39,1,10,46700,Low,Low
1260,2.13,1,20,47100,Low,Low
1200,2.54,3,0,45000,Low,Low
1090,2.76,0,0,41100,Medium,Medium
1310,2.03,2,0,20700,Low,High
1320,2.89,1,20,42700,Low,Low
1210,2.77,0,10,46800,Medium,Medium
1330,3.34,2,0,64800,Low,Low
1190,2.77,1,5,49400,Low,Low
1320,2.48,3,10,52000,Low,Low
1160,2.91,0,0,49700,Medium,Medium
1270,3,3,5,55200,Low,Low
1270,2.73,2,5,43300,Low,Low
1250,2.74,2,20,31000,Medium,Medium
1200,2.54,1,0,39300,Low,Low
1150,2.62,1,15,43200,Medium,Medium
1230,2.55,1,10,44100,Medium,Medium
1230,2.75,0,10,38000,Medium,Medium
1240,2.75,4,20,62300,High,High
1150,2.69,0,5,44900,Medium,Medium
1330,2.22,1,15,29800,Low,Medium
1140,2.43,1,10,48000,Medium,Medium
1420,2.14,1,10,49200,High,High
1400,2.51,1,20,42900,Low,Medium
1090,2.72,2,0,64700,Low,Low
1090,3.09,1,15,45300,Medium,Medium
1140,3.01,0,0,58100,Low,Low
1250,2.33,0,0,31300,Medium,Medium
1170,3.09,2,5,40600,Medium,Low
1080,2.82,2,5,42700,Low,Low
1330,3.03,0,10,41900,Medium,High
1080,2.79,1,15,40400,Medium,High
1340,3.05,2,0,15500,Medium,Medium
1270,2.92,1,0,37200,Medium,Medium
1150,3.15,0,0,56200,Medium,Medium
1280,2.62,2,0,64600,Medium,Medium
1180,2.32,2,0,54100,Medium,Medium
1410,2.25,2,0,51900,Low,Low
1220,2.58,0,10,43800,High,High
1220,2.66,2,10,49800,Medium,Medium
1100,2.7,0,0,40600,Medium,Medium
1090,2.72,1,0,27500,Low,Low
1140,2.87,0,0,64500,Low,Low
1010,2.48,1,10,41500,Medium,Medium
1090,2.36,0,0,37700,Medium,Medium
1260,3.12,0,5,38000,Medium,Medium
1260,2.58,1,0,47400,Medium,Medium
1150,2.43,0,10,65800,High,High
1050,2.86,1,10,36900,Medium,Medium
1150,2.92,0,5,66400,Low,Low
1100,2.25,1,0,34400,Low,Medium
1250,2.52,1,0,41000,Medium,Medium
1290,2.51,2,5,52200,Medium,Medium
1180,2.26,0,10,57600,Medium,Medium
1300,2.84,0,0,51300,Medium,Medium
1200,2.93,0,10,40600,Medium,Medium
1370,2.54,1,5,42000,Medium,Medium
1300,3.28,1,5,40400,High,High
1110,2.19,2,10,60000,Medium,Medium
1180,2.7,2,0,58600,Medium,Medium
1290,2.5,3,5,57000,Medium,High
1110,2.39,2,10,23600,Medium,Medium
1190,2.96,1,0,50300,Medium,Medium
1170,3.3,0,0,29700,Low,Low
1080,2.87,2,0,46200,Low,Low
1110,3.34,2,10,28900,Medium,Medium
1090,2.6,2,0,67000,Medium,Medium
1280,2.79,2,0,38900,Medium,Medium
1310,2.4,1,10,39600,Low,Medium
1270,3.4,0,0,48500,Low,Low
1140,3.03,2,0,58500,Medium,Medium
1300,3.35,0,0,66400,Low,Low
1200,2.51,1,10,43700,Medium,Medium
1230,3.02,1,0,46700,Medium,Medium
1340,2.65,0,5,40000,Medium,Medium
1200,2.45,0,0,48800,Medium,Medium
1010,2.47,3,20,51100,Medium,Medium
1090,2.52,1,0,39200,Medium,Medium
1120,2.85,2,15,43100,Medium,Medium
1270,3.17,0,10,41000,Medium,Medium
1260,2.89,0,0,56400,Medium,Medium
1150,2.72,3,0,57500,Low,Medium
1300,2.81,0,5,45600,Low,Low
1230,2.62,0,0,31800,Medium,Medium
1140,2.96,1,0,38100,Low,Low
1130,3.27,0,5,66500,Medium,Medium
1170,3.04,1,15,50200,Medium,Medium
1180,2.75,0,5,51100,Medium,Medium
1120,2.99,0,5,57600,Low,High
1370,2.26,2,0,51700,Medium,Medium
1160,2.68,0,0,51200,Low,Low
1230,3.11,3,0,54400,High,High
1240,2.79,3,20,42600,Medium,Medium
1120,2.76,1,10,45500,Low,Low
1380,2.57,0,5,62500,High,High
1130,2.34,0,5,57200,Low,Low
1230,3.42,1,5,29900,Low,Low
1390,2.98,2,0,35500,Low,Medium
1090,3.02,1,10,30600,Medium,Medium
1060,2.62,2,10,54300,Medium,Medium
1420,3.12,0,15,47000,Medium,High
1230,2.76,2,20,58900,Medium,Low
1220,2.63,3,0,45800,High,High
1140,2.67,2,15,53700,Low,Low
1190,2.52,0,0,60100,Medium,Medium
1220,2.66,0,10,47300,Medium,Medium
1430,2.95,2,0,49900,High,High
1270,2.65,1,0,47300,Low,Low
1130,2.24,1,0,45500,Low,High
1160,2.97,1,0,48100,Medium,Medium
1260,2.83,0,10,54900,Medium,Medium
1340,3.09,2,0,43400,Medium,Medium
1310,3.19,2,10,46600,Medium,Medium
1110,2.58,0,0,56400,Medium,Medium
1240,2.92,0,0,41800,Medium,Low
1220,2.39,2,5,31500,Low,Medium
1310,3.02,0,10,57700,Medium,High
1270,2.91,2,20,23500,High,High
1140,2.68,1,5,43200,Low,Medium
1180,2.85,0,10,36200,Medium,Low
1150,2.39,1,0,30700,Low,Low
1220,2.63,3,10,48300,Medium,Medium
1040,2.79,2,5,63300,Medium,Low
1200,3,2,5,52300,Low,Low
1070,2.43,3,0,35900,Medium,Medium
1390,2.67,0,5,55100,Medium,Medium
1280,2.93,0,0,36700,High,High
940,2.35,1,10,32900,Low,Low
1140,2.79,0,0,54500,Low,Low
1270,2.54,0,5,43900,Medium,Medium
